Name,Cores,TDP
AMD Phenom II X940 Quad-Core,4,45
AMD Phenom X3 8550,3,95
AMD Phenom X4 Quad-Core GP-9500,4,95
AMD Phenom X4 Quad-Core GP-9600,4,95
AMD PRO A10-8700B,2,15
AMD PRO A10-8730B,4,15
AMD PRO A10-8750B,2,65
AMD PRO A10-8770,4,65
AMD PRO A10-8770E,4,35
AMD PRO A10-8850B,2,95
AMD PRO A10-9700,2,65
AMD PRO A10-9700B,4,15
AMD PRO A10-9700E,2,35
AMD PRO A12-8800B,2,15
AMD PRO A12-8830B,4,15
AMD PRO A12-8870,4,65
AMD PRO A12-8870E,4,35
AMD PRO A12-9800,4,65
AMD PRO A12-9800B,4,15
AMD PRO A12-9800E,4,35
AMD PRO A4-3350B APU,4,15
AMD PRO A4-4350B,2,15
AMD PRO A4-8350B,1,65
AMD PRO A6-7350B,2,15
AMD PRO A6-8500B,2,15
AMD PRO A6-8530B,2,15
AMD PRO A6-8550B,1,65
AMD PRO A6-8570,2,65
AMD PRO A6-8570E,2,35
AMD PRO A6-9500,2,65
AMD PRO A6-9500B,2,15
AMD PRO A6-9500E,2,35
AMD PRO A8-8600B,4,15
AMD PRO A8-8650B,4,65
AMD PRO A8-8670E,4,35
AMD PRO A8-9600,2,65
AMD PRO A8-9600B,4,15
AMD QC-4000,4,15
AMD R-260H APU,2,17
AMD R-272F APU,2,35
AMD R-460L APU,4,25
AMD R-464L APU,4,35
AMD RX-425BB,4,35
AMD RX-427BB,4,35
AMD Ryzen 3 1200,4,65
AMD Ryzen 3 1300X,4,65
AMD Ryzen 3 2200G,4,65
AMD Ryzen 3 2200GE,4,35
AMD Ryzen 3 2200U,2,15
AMD Ryzen 3 2300U,4,15
AMD Ryzen 3 2300X,4,65
AMD Ryzen 3 3100,4,65
AMD Ryzen 3 3200G,4,65
AMD Ryzen 3 3200GE,4,35
AMD Ryzen 3 3200U,2,15
AMD Ryzen 3 3250C,2,15
AMD Ryzen 3 3250U,2,15
AMD Ryzen 3 3300U,4,15
AMD Ryzen 3 3300X,4,65
AMD Ryzen 3 3350U,4,15
AMD Ryzen 3 4100,4,65
AMD Ryzen 3 4300G,4,65
AMD Ryzen 3 4300GE,4,35
AMD Ryzen 3 4300U,4,15
AMD Ryzen 3 5300G,4,65
AMD Ryzen 3 5300GE,4,35
AMD Ryzen 3 5300U,4,15
AMD Ryzen 3 5400U,4,15
AMD Ryzen 3 5425U,4,15
AMD Ryzen 3 7320U,4,15
AMD Ryzen 3 7330U,4,15
AMD Ryzen 3 PRO 1200,4,65
AMD Ryzen 3 PRO 1300,4,65
AMD Ryzen 3 PRO 2100GE,2,35
AMD Ryzen 3 PRO 2200G,4,65
AMD Ryzen 3 PRO 2200GE,4,35
AMD Ryzen 3 PRO 2300U,4,15
AMD Ryzen 3 PRO 3200G,4,65
AMD Ryzen 3 PRO 3200GE,4,35
AMD Ryzen 3 PRO 3300U,4,15
AMD Ryzen 3 PRO 4200G,4,65
AMD Ryzen 3 PRO 4200GE,4,35
AMD Ryzen 3 PRO 4350G,4,65
AMD Ryzen 3 PRO 4350GE,4,35
AMD Ryzen 3 PRO 4450U,4,15
AMD Ryzen 3 PRO 5350G,4,65
AMD Ryzen 3 PRO 5350GE,4,35
AMD Ryzen 3 PRO 5450U,4,15
AMD Ryzen 3 PRO 5475U,4,15
AMD Ryzen 5 1400,4,65
AMD Ryzen 5 1500X,4,65
AMD Ryzen 5 1600,6,65
AMD Ryzen 5 1600X,6,95
AMD Ryzen 5 2400G,4,65
AMD Ryzen 5 2400GE,4,35
AMD Ryzen 5 2500U,4,15
AMD Ryzen 5 2500X,4,65
AMD Ryzen 5 2600,6,65
AMD Ryzen 5 2600H,4,45
AMD Ryzen 5 2600X,6,95
AMD Ryzen 5 3350G,4,65
AMD Ryzen 5 3350GE,4,35
AMD Ryzen 5 3400G,4,65
AMD Ryzen 5 3400GE,4,35
AMD Ryzen 5 3450U,4,15
AMD Ryzen 5 3500,6,65
AMD Ryzen 5 3500C,4,15
AMD Ryzen 5 3500U,4,15
AMD Ryzen 5 3500X,6,65
AMD Ryzen 5 3550H,4,35
AMD Ryzen 5 3550U,4,15
AMD Ryzen 5 3580U,4,15
AMD Ryzen 5 3600,6,65
AMD Ryzen 5 3600X,6,95
AMD Ryzen 5 3600XT,6,95
AMD Ryzen 5 4500,6,65
AMD Ryzen 5 4500U,6,15
AMD Ryzen 5 4600G,6,65
AMD Ryzen 5 4600GE,6,35
AMD Ryzen 5 4600H,6,45
AMD Ryzen 5 4600HS,6,35
AMD Ryzen 5 4600U,6,15
AMD Ryzen 5 5500,6,65
AMD Ryzen 5 5500U,6,15
AMD Ryzen 5 5560U,6,15
AMD Ryzen 5 5600,6,65
AMD Ryzen 5 5600G,6,65
AMD Ryzen 5 5600GE,6,35
AMD Ryzen 5 5600H,6,45
AMD Ryzen 5 5600U,6,15
AMD Ryzen 5 5600X,6,65
AMD Ryzen 5 5625U,6,15
AMD Ryzen 5 6600H,6,45
AMD Ryzen 5 6600HS Creator Edition,6,35
AMD Ryzen 5 6600U,6,25
AMD Ryzen 5 7530U,6,28
AMD Ryzen 5 7600,6,65
AMD Ryzen 5 7600X,6,105
AMD Ryzen 5 PRO 1500,4,65
AMD Ryzen 5 PRO 1600,6,65
AMD Ryzen 5 PRO 2400G,4,65
AMD Ryzen 5 PRO 2400GE,4,35
AMD Ryzen 5 PRO 2500U,4,15
AMD Ryzen 5 PRO 2600,6,65
AMD Ryzen 5 PRO 3350G,4,65
AMD Ryzen 5 PRO 3350GE,4,35
AMD Ryzen 5 PRO 3400G,4,65
AMD Ryzen 5 PRO 3400GE,4,35
AMD Ryzen 5 PRO 3500U,4,15
AMD Ryzen 5 PRO 3600,6,65
AMD Ryzen 5 PRO 4400GE,6,35
AMD Ryzen 5 PRO 4500U,6,15
AMD Ryzen 5 PRO 4650G,6,65
AMD Ryzen 5 PRO 4650GE,6,35
AMD Ryzen 5 PRO 4650U,6,15
AMD Ryzen 5 PRO 5650G,6,65
AMD Ryzen 5 PRO 5650GE,6,35
AMD Ryzen 5 PRO 5650U,6,15
AMD Ryzen 5 PRO 5675U,6,15
AMD Ryzen 5 PRO 6650H,6,45
AMD Ryzen 5 PRO 6650U,6,28
AMD Ryzen 7 1700,8,65
AMD Ryzen 7 1700X,8,95
AMD Ryzen 7 1800X,8,95
AMD Ryzen 7 2700,8,65
AMD Ryzen 7 2700E,8,45
AMD Ryzen 7 2700U,4,15
AMD Ryzen 7 2700X,8,105
AMD Ryzen 7 2800H,4,45
AMD Ryzen 7 3700C,4,15
AMD Ryzen 7 3700U,4,15
AMD Ryzen 7 3700X,8,65
AMD Ryzen 7 3750H,4,35
AMD Ryzen 7 3780U,4,15
AMD Ryzen 7 3800X,8,105
AMD Ryzen 7 3800XT,8,105
AMD Ryzen 7 4700G,8,65
AMD Ryzen 7 4700GE,8,35
AMD Ryzen 7 4700U,8,15
AMD Ryzen 7 4800H,8,45
AMD Ryzen 7 4800HS,8,45
AMD Ryzen 7 4800U,8,15
AMD Ryzen 7 4850U Mobile,8,15
AMD Ryzen 7 4980U Microsoft Surface Edition,8,15
AMD Ryzen 7 5700G,8,65
AMD Ryzen 7 5700GE,8,35
AMD Ryzen 7 5700U,8,15
AMD Ryzen 7 5700X,8,65
AMD Ryzen 7 5800,8,65
AMD Ryzen 7 5800H,8,45
AMD Ryzen 7 5800HS,8,35
AMD Ryzen 7 5800U,8,15
AMD Ryzen 7 5800X,8,105
AMD Ryzen 7 5800X3D,8,105
AMD Ryzen 7 5825U,8,15
AMD Ryzen 7 6800H,8,45
AMD Ryzen 7 6800HS,8,35
AMD Ryzen 7 6800HS Creator Edition,8,35
AMD Ryzen 7 6800U,8,28
AMD Ryzen 7 7700,8,65
AMD Ryzen 7 7700X,8,105
AMD Ryzen 7 7730U,8,15
AMD Ryzen 7 7735HS,8,54
AMD Ryzen 7 7736U,8,28
AMD Ryzen 7 PRO 1700,8,65
AMD Ryzen 7 PRO 1700X,8,95
AMD Ryzen 7 PRO 2700,8,65
AMD Ryzen 7 PRO 2700U,4,15
AMD Ryzen 7 PRO 2700X,8,105
AMD Ryzen 7 PRO 3700,8,65
AMD Ryzen 7 PRO 3700U,4,15
AMD Ryzen 7 PRO 4700G,8,65
AMD Ryzen 7 PRO 4750G,8,65
AMD Ryzen 7 PRO 4750GE,8,35
AMD Ryzen 7 PRO 4750U,8,15
AMD Ryzen 7 PRO 5750G,8,65
AMD Ryzen 7 PRO 5750GE,8,35
AMD Ryzen 7 PRO 5845,8,65
AMD Ryzen 7 PRO 5850U,8,15
AMD Ryzen 7 PRO 5875U,8,15
AMD Ryzen 7 PRO 6850H,8,45
AMD Ryzen 7 PRO 6850HS,8,35
AMD Ryzen 7 PRO 6850U,8,28
AMD Ryzen 7 PRO 6860Z,8,28
AMD Ryzen 9 3900,12,65
AMD Ryzen 9 3900X,12,105
AMD Ryzen 9 3900XT,12,105
AMD Ryzen 9 3950X,16,105
AMD Ryzen 9 4900H,8,45
AMD Ryzen 9 4900HS,8,35
AMD Ryzen 9 5900,12,65
AMD Ryzen 9 5900HS,8,35
AMD Ryzen 9 5900HS Creator Edition,8,35
AMD Ryzen 9 5900HX,8,45
AMD Ryzen 9 5900X,12,105
AMD Ryzen 9 5950X,16,105
AMD Ryzen 9 5950X,16,105
AMD Ryzen 9 5980HS,8,35
AMD Ryzen 9 5980HX,8,45
AMD Ryzen 9 6900HS,8,35
AMD Ryzen 9 6900HS Creator Edition,8,35
AMD Ryzen 9 6900HX,8,45
AMD Ryzen 9 7845HX,12,55
AMD Ryzen 9 7900,12,65
AMD Ryzen 9 7900X,12,170
AMD Ryzen 9 7950X,16,170
AMD Ryzen 9 PRO 3900,12,65
AMD Ryzen 9 PRO 6950H,8,45
AMD Ryzen 9 PRO 6950HS,8,35
AMD Ryzen Embedded R1305G,2,8
AMD Ryzen Embedded R1505G,2,15
AMD Ryzen Embedded R1600,2,25
AMD Ryzen Embedded R1606G,2,15
AMD Ryzen Embedded R2312,2,25
AMD Ryzen Embedded V1202B,2,15
AMD Ryzen Embedded V1404I,4,15
AMD Ryzen Embedded V1500B,4,16
AMD Ryzen Embedded V1605B,4,15
AMD Ryzen Embedded V1756B,4,45
AMD Ryzen Embedded V1807B,4,45
AMD Ryzen Embedded V2516,6,15
AMD Ryzen Embedded V2718,8,15
AMD Ryzen Embedded V2748,8,54
AMD Ryzen Embedded V3C48,8,45
AMD Ryzen Threadripper 1900X,8,180
AMD Ryzen Threadripper 1920,12,140
AMD Ryzen Threadripper 1920X,12,180
AMD Ryzen Threadripper 1950X,16,180
AMD Ryzen Threadripper 2920X,12,180
AMD Ryzen Threadripper 2950X,16,180
AMD Ryzen Threadripper 2970WX,24,250
AMD Ryzen Threadripper 2990WX,32,250
AMD Ryzen Threadripper 2990X,32,250
AMD Ryzen Threadripper 3960X,24,280
AMD Ryzen Threadripper 3970X,32,280
AMD Ryzen Threadripper 3990X,64,280
AMD Ryzen Threadripper PRO 3945WX,12,280
AMD Ryzen Threadripper PRO 3955WX,16,280
AMD Ryzen Threadripper PRO 3955WX,16,280
AMD Ryzen Threadripper PRO 3975WX,32,280
AMD Ryzen Threadripper PRO 3975WX,32,280
AMD Ryzen Threadripper PRO 3995WX,64,280
AMD Ryzen Threadripper PRO 3995WX,64,280
AMD Ryzen Threadripper PRO 5945WX,12,280
AMD Ryzen Threadripper PRO 5955WX,16,280
AMD Ryzen Threadripper PRO 5965WX,24,280
AMD Ryzen Threadripper PRO 5975WX,32,280
AMD Ryzen Threadripper PRO 5995WX,64,280
AMD Sempron 130,1,45
AMD Sempron 140,1,45
AMD Sempron 145,1,45
AMD Sempron 150,1,45
AMD Sempron 200U,1,8
AMD Sempron 210U,1,15
AMD Sempron 240,2,65
AMD Sempron 2650 APU,2,25
AMD Sempron 2800+,1,62
AMD Sempron 3000+,1,62
AMD Sempron 3100+,1,62
AMD Sempron 3200+,1,62
AMD Sempron 3300+,1,62
AMD Sempron 3400+,1,62
AMD Sempron 3500+,1,62
AMD Sempron 3600+,1,62
AMD Sempron 3800+,1,62
AMD Sempron 3850 APU,4,25
AMD Sempron Dual Core 2100,2,65
AMD Sempron Dual Core 2200,2,65
AMD Sempron Dual Core 2300,2,65
AMD Sempron LE-1100,1,45
AMD Sempron LE-1150,1,45
AMD Sempron LE-1200,1,45
AMD Sempron LE-1250,1,45
AMD Sempron LE-1300,1,45
AMD Sempron M120,1,25
AMD Sempron SI-40,1,25
AMD Sempron SI-42,1,25
AMD Sempron X2 180,2,45
AMD Sempron X2 190,2,45
AMD Sempron X2 198 Dual-Core,2,65
AMD Turion 64 Mobile MK-36,1,31
AMD Turion 64 Mobile MK-38,1,31
AMD Turion 64 Mobile ML-28,1,25
AMD Turion 64 Mobile ML-30,1,35
AMD Turion 64 Mobile ML-32,1,35
AMD Turion 64 Mobile ML-34,1,35
AMD Turion 64 Mobile ML-37,1,35
AMD Turion 64 Mobile ML-40,1,35
AMD Turion 64 Mobile ML-42,1,35
AMD Turion 64 Mobile ML-44,1,35
AMD Turion 64 Mobile MT-30,1,25
AMD Turion 64 Mobile MT-32,1,24
AMD Turion 64 Mobile MT-34,1,24
AMD Turion 64 Mobile MT-37,1,25
AMD Turion 64 X2 Mobile TL-50,2,31
AMD Turion 64 X2 Mobile TL-52,2,31
AMD Turion 64 X2 Mobile TL-56,2,31
AMD Turion 64 X2 Mobile TL-58,2,31
AMD Turion 64 X2 Mobile TL-60,2,31
AMD Turion 64 X2 Mobile TL-62,2,35
AMD Turion 64 X2 Mobile TL-64,2,35
AMD Turion 64 X2 Mobile TL-66,2,35
AMD Turion 64 X2 Mobile TL-68,2,35
AMD Turion Dual-Core RM-70,2,31
AMD Turion Dual-Core RM-72,2,35
AMD Turion Dual-Core RM-74,2,35
AMD Turion Dual-Core RM-75,2,35
AMD Turion II Dual-Core Mobile M500,2,35
AMD Turion II Dual-Core Mobile M520,2,35
AMD Turion II Dual-Core Mobile M540,2,35
AMD Turion II N530 Dual-Core,2,35
AMD Turion II N550 Dual-Core,2,35
AMD Turion II Neo K625 Dual-Core,2,15
AMD Turion II Neo K685 Dual-Core,2,15
AMD Turion II Neo N40L Dual-Core,2,15
AMD Turion II Neo N54L Dual-Core,2,25
AMD Turion II P520 Dual-Core,2,25
AMD Turion II P540 Dual-Core,2,35
AMD Turion II P560 Dual-Core,2,25
AMD Turion II Ultra Dual-Core Mobile M600,2,35
AMD Turion II Ultra Dual-Core Mobile M620,2,35
AMD Turion II Ultra Dual-Core Mobile M640,2,35
AMD Turion II Ultra Dual-Core Mobile M660,2,35
AMD Turion Neo X2 Dual Core L625,2,18
AMD Turion X2 Dual Core L510,2,20
AMD Turion X2 Dual Core Mobile RM-70,2,31
AMD Turion X2 Dual Core Mobile RM-76,2,35
AMD Turion X2 Dual-Core Mobile RM-70,2,31
AMD Turion X2 Dual-Core Mobile RM-72,2,35
AMD Turion X2 Dual-Core Mobile RM-74,2,35
AMD Turion X2 Dual-Core Mobile RM-75,2,35
AMD Turion X2 Dual-Core Mobile RM-77,2,35
AMD Turion X2 Ultra Dual-Core Mobile ZM-80,2,32
AMD Turion X2 Ultra Dual-Core Mobile ZM-82,2,35
AMD Turion X2 Ultra Dual-Core Mobile ZM-84,2,35
AMD Turion X2 Ultra Dual-Core Mobile ZM-85,2,35
AMD Turion X2 Ultra Dual-Core Mobile ZM-86,2,35
AMD Turion X2 Ultra Dual-Core Mobile ZM-87,2,35
AMD TurionX2 Dual Core Mobile RM-70,2,31
AMD TurionX2 Dual Core Mobile RM-72,2,35
AMD TurionX2 Ultra DualCore Mobile ZM-85,2,35
AMD TurionX2 Ultra DualCore Mobile ZM-87,2,35
AMD V105,1,9
AMD V120,1,25
AMD V140,1,25
AMD V160,1,25
AMD Z-60 APU,2,4.5
Apple M1,8,15.1
Apple M1 Ultra,20,60
Athlon 64 Dual Core 3800+,2,35
Athlon 64 Dual Core 5000+,2,89
Athlon 64 Dual Core 5600+,2,65
Athlon Dual Core 4050e,2,45
Athlon Dual Core 4450e,2,45
Athlon Dual Core 4850e,2,45
Celeron Dual-Core T3000 ,2,35
Celeron Dual-Core T3100 ,2,35
Celeron Dual-Core T3300 ,2,35
Celeron Dual-Core T3500 ,2,35
Dual-Core AMD Opteron 1220 SE,2,103
Hygon C86 3185 8-core,8,95
Intel Atom 230 ,1,4
Intel Atom 330 ,2,8
Intel Atom C2338 ,2,7
Intel Atom C2350 ,2,6
Intel Atom C2358 ,2,7
Intel Atom C2538 ,4,15
Intel Atom C2550 ,4,14
Intel Atom C2558 ,4,15
Intel Atom C2750 ,8,20
Intel Atom C2750 ,8,20
Intel Atom C2758 ,8,20
Intel Atom C3338 ,2,8.5
Intel Atom C3538 ,4,15
Intel Atom C3558 ,4,16
Intel Atom C3758 ,8,25
Intel Atom C3858 ,12,25
Intel Atom C3958 ,16,31
Intel Atom C5125,8,50
Intel Atom D2500 ,2,10
Intel Atom D2550 ,2,10
Intel Atom D2560 ,2,10
Intel Atom D2700 ,2,10
Intel Atom D2701 ,2,10
Intel Atom D410 ,1,10
Intel Atom D425 ,1,10
Intel Atom D510 ,2,13
Intel Atom D525 ,2,13
Intel Atom E3815 ,1,5
Intel Atom E3825 ,2,6
Intel Atom E3826 ,2,7
Intel Atom E3827 ,2,8
Intel Atom E3845 ,4,10
Intel Atom E3940 ,4,9.5
Intel Atom E3950 ,4,12
Intel Atom N2800 ,2,6.5
Intel Atom N450 ,1,5.5
Intel Atom N455 ,1,6.5
Intel Atom N470 ,1,6.5
Intel Atom N475 ,1,6.5
Intel Atom N550 ,2,8.5
Intel Atom N570 ,2,8.5
Intel Atom S1260 ,2,8.5
Intel Atom x5-E3930 ,2,6.5
Intel Atom x5-E8000 ,4,5
Intel Atom x5-Z8300 ,4,4
Intel Atom x5-Z8330 ,4,4
Intel Atom x5-Z8350 ,4,4
Intel Atom x5-Z8500 ,4,4
Intel Atom x5-Z8550 ,4,4
Intel Atom x6211E ,2,6
Intel Atom x6211E ,2,6
Intel Atom x6413E ,4,9
Intel Atom x6425E ,4,12
Intel Atom x6425RE ,4,12
Intel Atom x7-Z8700 ,4,4
Intel Atom x7-Z8750 ,4,4
Intel Atom Z3735D ,4,4.4
Intel Atom Z3735E ,4,4.4
Intel Atom Z3735F ,4,4.4
Intel Atom Z3735G ,4,4.4
Intel Atom Z3736F ,4,4.4
Intel Atom Z3740 ,4,4
Intel Atom Z3740D ,4,4.4
Intel Atom Z3745 ,4,4
Intel Atom Z3745D ,4,4.4
Intel Atom Z3770 ,4,4
Intel Atom Z3770D ,4,4.4
Intel Atom Z3775 ,4,4
Intel Atom Z3775D ,4,4.4
Intel Atom Z3795 ,4,4
Intel Celeron 1.80GHz,1,66.1
Intel Celeron 1000M ,2,35
Intel Celeron 1005M ,2,35
Intel Celeron 1007U ,2,17
Intel Celeron 1017U ,2,17
Intel Celeron 1019Y ,2,10
Intel Celeron 1020E ,2,35
Intel Celeron 1020M ,2,35
Intel Celeron 1037U ,2,17
Intel Celeron 1047UE ,2,17
Intel Celeron 2.00GHz,1,52.8
Intel Celeron 2.80GHz,1,68.4
Intel Celeron 2000E ,2,37
Intel Celeron 2002E ,2,25
Intel Celeron 215 ,1,27
Intel Celeron 220 ,1,19
Intel Celeron 2950M ,2,37
Intel Celeron 2955U ,2,15
Intel Celeron 2957U ,2,15
Intel Celeron 2961Y ,2,11.5
Intel Celeron 2970M ,2,37
Intel Celeron 2980U ,2,15
Intel Celeron 2981U ,2,15
Intel Celeron 3205U ,2,15
Intel Celeron 3215U ,2,15
Intel Celeron 3755U ,2,15
Intel Celeron 3765U ,2,15
Intel Celeron 3855U ,2,15
Intel Celeron 3865U ,2,15
Intel Celeron 3867U ,2,15
Intel Celeron 3955U ,2,15
Intel Celeron 3965U ,2,15
Intel Celeron 3965Y ,2,6
Intel Celeron 420 ,1,35
Intel Celeron 4205U ,2,15
Intel Celeron 430 ,1,35
Intel Celeron 4305U ,2,15
Intel Celeron 4305UE ,2,15
Intel Celeron 440 ,1,35
Intel Celeron 450 ,1,35
Intel Celeron 5205U ,2,15
Intel Celeron 530 ,1,27
Intel Celeron 540 ,1,30
Intel Celeron 550 ,1,31
Intel Celeron 560 ,1,31
Intel Celeron 570 ,1,31
Intel Celeron 6305E ,2,15
Intel Celeron 723 ,1,10
Intel Celeron 7305,5,15
Intel Celeron 743 ,1,10
Intel Celeron 807 ,1,17
Intel Celeron 807UE ,1,10
Intel Celeron 827E ,1,17
Intel Celeron 847 ,2,17
Intel Celeron 847E ,2,17
Intel Celeron 857 ,2,17
Intel Celeron 867 ,2,17
Intel Celeron 877 ,2,17
Intel Celeron 887 ,2,17
Intel Celeron 900 ,1,34.8
Intel Celeron 925 ,1,35
Intel Celeron B710 ,1,35
Intel Celeron B800 ,2,35
Intel Celeron B810 ,2,35
Intel Celeron B815 ,2,35
Intel Celeron B820 ,2,35
Intel Celeron B830 ,2,35
Intel Celeron B840 ,2,35
Intel Celeron D 347 ,1,86
Intel Celeron D 352 ,1,86
Intel Celeron D 356 ,1,86
Intel Celeron D 360 ,1,65
Intel Celeron D 420 ,1,35
Intel Celeron E1200 ,2,65
Intel Celeron E1400 ,2,65
Intel Celeron E1500 ,2,65
Intel Celeron E1600 ,2,65
Intel Celeron E3200 ,2,65
Intel Celeron E3300 ,2,65
Intel Celeron E3400 ,2,65
Intel Celeron E3500 ,2,65
Intel Celeron G1101 ,2,73
Intel Celeron G1610 ,2,55
Intel Celeron G1610T ,2,35
Intel Celeron G1620 ,2,55
Intel Celeron G1620T ,2,35
Intel Celeron G1630 ,2,55
Intel Celeron G1820 ,2,53
Intel Celeron G1820T ,2,35
Intel Celeron G1820TE ,2,35
Intel Celeron G1830 ,2,53
Intel Celeron G1840 ,2,53
Intel Celeron G1840T ,2,35
Intel Celeron G1850 ,2,54
Intel Celeron G3900 ,2,51
Intel Celeron G3900E ,2,35
Intel Celeron G3900T ,2,35
Intel Celeron G3900TE ,2,35
Intel Celeron G3920 ,2,51
Intel Celeron G3930 ,2,51
Intel Celeron G3930T ,2,35
Intel Celeron G3930TE ,2,35
Intel Celeron G3950 ,2,51
Intel Celeron G440 ,1,35
Intel Celeron G460 ,1,35
Intel Celeron G465 ,1,35
Intel Celeron G470 ,1,35
Intel Celeron G4900 ,2,54
Intel Celeron G4900T ,2,35
Intel Celeron G4920 ,2,54
Intel Celeron G4930 ,2,54
Intel Celeron G4930T ,2,35
Intel Celeron G4950 ,2,54
Intel Celeron G530 ,2,65
Intel Celeron G530T ,2,35
Intel Celeron G540 ,2,65
Intel Celeron G540T ,2,35
Intel Celeron G550 ,2,65
Intel Celeron G550T ,2,35
Intel Celeron G555 ,2,65
Intel Celeron G5900 ,2,58
Intel Celeron G5900T ,2,35
Intel Celeron G5905 ,2,58
Intel Celeron G5905T ,2,35
Intel Celeron G5920 ,2,58
Intel Celeron G5925 ,2,58
Intel Celeron G6900,2,46
Intel Celeron G6900T,2,35
Intel Celeron J1750 ,2,10
Intel Celeron J1800 ,2,10
Intel Celeron J1850 ,4,10
Intel Celeron J1900 ,4,10
Intel Celeron J3060 ,2,6
Intel Celeron J3160 ,4,6
Intel Celeron J3355 ,2,10
Intel Celeron J3455 ,4,10
Intel Celeron J3455E ,4,10
Intel Celeron J4005 ,2,10
Intel Celeron J4025 ,2,10
Intel Celeron J4105 ,4,10
Intel Celeron J4125 ,4,10
Intel Celeron J6412 ,4,10
Intel Celeron J6413 ,4,10
Intel Celeron M ,1,21
Intel Celeron M 360 1.40GHz,1,21
Intel Celeron M 410 ,1,27
Intel Celeron M 420 ,1,27
Intel Celeron M 430 ,1,27
Intel Celeron M 440 ,1,27
Intel Celeron M 443 ,1,5.5
Intel Celeron M 450 ,1,27
Intel Celeron M 520 ,1,30
Intel Celeron M 530 ,1,30
Intel Celeron M 723 ,1,10
Intel Celeron N2805 ,2,4.3
Intel Celeron N2806 ,2,4.5
Intel Celeron N2807 ,2,4.3
Intel Celeron N2808 ,2,4.5
Intel Celeron N2810 ,2,7.5
Intel Celeron N2815 ,2,7.5
Intel Celeron N2820 ,2,7.5
Intel Celeron N2830 ,2,7.5
Intel Celeron N2840 ,2,7
Intel Celeron N2910 ,4,7.5
Intel Celeron N2920 ,4,7.5
Intel Celeron N2930 ,4,7.5
Intel Celeron N2940 ,4,7.5
Intel Celeron N3000 ,2,4
Intel Celeron N3050 ,2,6
Intel Celeron N3060 ,2,6
Intel Celeron N3150 ,4,6
Intel Celeron N3160 ,4,6
Intel Celeron N3350 ,2,6
Intel Celeron N3450 ,4,6
Intel Celeron N4000 ,2,6
Intel Celeron N4000C ,2,6
Intel Celeron N4020 ,2,6
Intel Celeron N4020C ,2,6
Intel Celeron N4100 ,4,6
Intel Celeron N4120 ,4,6
Intel Celeron N4500 ,2,6
Intel Celeron N4505 ,2,10
Intel Celeron N5095 ,4,15
Intel Celeron N5095A ,4,15
Intel Celeron N5100 ,4,6
Intel Celeron N5105 ,4,10
Intel Celeron N6210 ,2,6.5
Intel Celeron N6211 ,2,6.5
Intel Celeron P4500 ,2,35
Intel Celeron P4505 ,2,35
Intel Celeron P4600 ,2,35
Intel Celeron SU2300 ,2,10
Intel Celeron T1600 ,2,35
Intel Celeron U3400 ,2,18
Intel Celeron U3600 ,2,18
Intel Core Duo L2300 ,2,15
Intel Core Duo L2400 ,2,15
Intel Core Duo L2500 ,2,15
Intel Core Duo T2050 ,2,31
Intel Core Duo T2250 ,2,31
Intel Core Duo T2300 ,2,31
Intel Core Duo T2350 ,2,31
Intel Core Duo T2400 ,2,31
Intel Core Duo T2450 ,2,31
Intel Core Duo T2500 ,2,31
Intel Core Duo T2600 ,2,31
Intel Core Duo T2700 ,2,31
Intel Core Duo U2400 ,2,9
Intel Core Duo U2500 ,2,9
Intel Core i3-1000NG4 ,2,9
Intel Core i3-1005G1 ,2,15
Intel Core i3-10100 ,4,65
Intel Core i3-10100E ,4,65
Intel Core i3-10100F ,4,65
Intel Core i3-10100T ,4,35
Intel Core i3-10100TE ,4,35
Intel Core i3-10100Y ,2,5
Intel Core i3-10105 ,4,65
Intel Core i3-10105T ,4,35
Intel Core i3-10110U ,2,15
Intel Core i3-10110Y ,2,7
Intel Core i3-10300 ,4,65
Intel Core i3-10300T ,4,35
Intel Core i3-10305 ,4,65
Intel Core i3-10305T ,4,35
Intel Core i3-10320 ,4,65
Intel Core i3-10325 ,4,65
Intel Core i3-11100B ,4,65
Intel Core i3-1115G4E ,2,15
Intel Core i3-1115GRE ,2,15
Intel Core i3-1125G4 ,4,28
Intel Core i3-12100,4,60
Intel Core i3-12100F,4,58
Intel Core i3-12100T,4,35
Intel Core i3-12100TE,4,35
Intel Core i3-1210U,6,9
Intel Core i3-1215U,6,15
Intel Core i3-1215UE,6,28
Intel Core i3-1220P,10,28
Intel Core i3-12300,4,60
Intel Core i3-12300T,4,35
Intel Core i3-13100,4,60
Intel Core i3-13100F,4,58
Intel Core i3-2100 ,2,65
Intel Core i3-2100T ,2,35
Intel Core i3-2102 ,2,65
Intel Core i3-2105 ,2,65
Intel Core i3-2120 ,2,65
Intel Core i3-2120T ,2,35
Intel Core i3-2125 ,2,65
Intel Core i3-2130 ,2,65
Intel Core i3-2140 ,2,65
Intel Core i3-2310E ,2,35
Intel Core i3-2310M ,2,35
Intel Core i3-2312M ,2,35
Intel Core i3-2328M ,2,35
Intel Core i3-2330E ,2,35
Intel Core i3-2330M ,2,35
Intel Core i3-2332M ,2,35
Intel Core i3-2340UE ,2,17
Intel Core i3-2348M ,2,35
Intel Core i3-2350M ,2,35
Intel Core i3-2357M ,2,17
Intel Core i3-2365M ,2,17
Intel Core i3-2367M ,2,17
Intel Core i3-2370M ,2,35
